Title,# Views,# Rates,Average Score,Douban Link
残花泪 ,9,7,8.285714285714286,https://movie.douban.com/subject/1298420/
多米诺骨牌 ,3,3,6.666666666666667,https://movie.douban.com/subject/27036731/
聋人黎明 ,1,1,8.0,https://movie.douban.com/subject/27003236/
无主之作 ,6,6,6.666666666666667,https://movie.douban.com/subject/26701196/
精灵鼠伙伴 ,1,1,8.0,https://movie.douban.com/subject/30464700/
祈祷落幕时 ,5,5,6.8,https://movie.douban.com/subject/27040737/
柯蒂斯 ,2,1,8.0,https://movie.douban.com/subject/30301431/
Vacancy,1,1,8.0,https://movie.douban.com/subject/30446759/
冬去冬又来,5,3,6.666666666666667,https://movie.douban.com/subject/30167152/
哈纳莱伊湾 ,3,3,8.0,https://movie.douban.com/subject/30218116/
外面的恶魔 ,1,1,8.0,https://movie.douban.com/subject/27002244/
徒手攀岩 ,5,4,8.5,https://movie.douban.com/subject/30167509/
特朗普的美国梦 ,2,2,9.0,https://movie.douban.com/subject/27194924/
来日方长 ,1,1,8.0,https://movie.douban.com/subject/30427626/
梦游记 ,2,1,8.0,https://movie.douban.com/subject/3163954/
摇摆狂潮 ,5,4,6.5,https://movie.douban.com/subject/27042467/
天鹅绒圆锯 ,4,4,6.5,https://movie.douban.com/subject/27135946/
王国 第一季 ,7,6,7.666666666666667,https://movie.douban.com/subject/26947951/
性爱自修室 第一季 ,2,2,8.0,https://movie.douban.com/subject/27594217/
挪威7·22爆炸枪击案 ,10,10,6.6,https://movie.douban.com/subject/27184199/
破晓时分 ,3,3,8.0,https://movie.douban.com/subject/1904329/
不留痕迹 ,7,7,7.142857142857143,https://movie.douban.com/subject/26974993/
悲伤的贝拉多娜 ,8,6,8.0,https://movie.douban.com/subject/1477317/
杰克，我一切都好 ,1,1,8.0,https://movie.douban.com/subject/1299976/
出水芙蓉 ,3,3,8.0,https://movie.douban.com/subject/1767709/
雄吕血 ,2,2,8.0,https://movie.douban.com/subject/3112670/
撒旦守门人 ,1,1,8.0,https://movie.douban.com/subject/30352378/
吉祥,2,2,8.0,https://movie.douban.com/subject/30340038/
撞死了一只羊,11,9,7.555555555555555,https://movie.douban.com/subject/30283179/
好莱坞秘史 ,1,1,8.0,https://movie.douban.com/subject/27078032/
登月第一人 ,13,13,7.230769230769231,https://movie.douban.com/subject/3026559/
钦奈风云 ,2,1,8.0,https://movie.douban.com/subject/30331056/
好天气 ,2,2,7.0,https://movie.douban.com/subject/1301255/
第237号房间 ,5,3,6.666666666666667,https://movie.douban.com/subject/10462573/
南北喜相逢,1,1,8.0,https://movie.douban.com/subject/1868572/
春城花满天 ,1,1,8.0,https://movie.douban.com/subject/1303286/
第一归正会 ,14,14,7.428571428571429,https://movie.douban.com/subject/26872478/
盛夏 ,13,12,6.666666666666667,https://movie.douban.com/subject/30162520/
逆流大叔,2,2,7.0,https://movie.douban.com/subject/26958485/
一千个小丑 ,1,1,8.0,https://movie.douban.com/subject/1297205/
月之阴影 ,2,2,8.0,https://movie.douban.com/subject/2077716/
南北和,1,1,8.0,https://movie.douban.com/subject/1298723/
虚你人生 ,2,2,8.0,https://movie.douban.com/subject/30170482/
网诱惊魂 ,3,3,7.333333333333333,https://movie.douban.com/subject/27608279/
你的电影我的生活 ,4,3,8.0,https://movie.douban.com/subject/30183841/
爱是盲目的 ,4,4,8.0,https://movie.douban.com/subject/26368186/
遗留之人 ,1,1,8.0,https://movie.douban.com/subject/27186383/
驯兔记,3,3,6.0,https://movie.douban.com/subject/30232270/
人言可畏 ,1,1,8.0,https://movie.douban.com/subject/27129755/
大李小李和老李,7,6,8.333333333333334,https://movie.douban.com/subject/1424631/
驱魔警察 ,8,6,7.333333333333333,https://movie.douban.com/subject/1299667/
僵尸先生 ,13,10,7.8,https://movie.douban.com/subject/1295933/
阿德尔曼夫妇 ,3,3,8.0,https://movie.douban.com/subject/26951692/
9·18大案侦破纪实,1,1,8.0,https://movie.douban.com/subject/4009338/
忏悔 ,1,1,8.0,https://movie.douban.com/subject/26843226/
真白蛇传,3,3,6.666666666666667,https://movie.douban.com/subject/1307346/
摘星梦难圆 ,1,1,8.0,https://movie.douban.com/subject/1293100/
米花之味,9,8,7.25,https://movie.douban.com/subject/27077266/
西小河的夏天,9,7,6.285714285714286,https://movie.douban.com/subject/26799232/
坂本龙一：终曲 ,4,4,7.5,https://movie.douban.com/subject/26984189/
起跑线 ,6,6,6.666666666666667,https://movie.douban.com/subject/26942631/
探长来访 ,1,1,8.0,https://movie.douban.com/subject/1472929/
长睫毛的劳瑞 ,2,2,7.0,https://movie.douban.com/subject/26828470/
Siargao,1,1,8.0,https://movie.douban.com/subject/30172416/
印度先生 ,2,2,7.0,https://movie.douban.com/subject/1778737/
三牙峰 ,1,1,8.0,https://movie.douban.com/subject/27001474/
犬猿,2,2,6.0,https://movie.douban.com/subject/27107142/
心灵暖阳 ,9,9,7.777777777777778,https://movie.douban.com/subject/26836810/
神秘巨星 ,11,11,7.2727272727272725,https://movie.douban.com/subject/26942674/
迷镇凶案 ,8,8,6.5,https://movie.douban.com/subject/2133433/
面具 ,2,2,7.0,https://movie.douban.com/subject/1300898/
那个叫星期五的人 ,1,1,8.0,https://movie.douban.com/subject/2596206/
寂寞芳心 ,1,1,8.0,https://movie.douban.com/subject/1296189/
深夜秀 ,1,1,8.0,https://movie.douban.com/subject/1295986/
暴雪将至,15,14,7.0,https://movie.douban.com/subject/26775933/
相爱相亲,15,13,6.769230769230769,https://movie.douban.com/subject/26773744/
伦敦一家人 ,6,6,8.0,https://movie.douban.com/subject/5327189/
港片年华,1,1,8.0,https://movie.douban.com/subject/26916244/
英伦对决 ,10,8,7.0,https://movie.douban.com/subject/25723583/
我要参选,1,1,8.0,https://movie.douban.com/subject/27028741/
我有一个忧郁的，小问题,4,2,9.0,https://movie.douban.com/subject/27053253/
囚,8,8,9.5,https://movie.douban.com/subject/26961159/
川流之岛 ,7,6,7.0,https://movie.douban.com/subject/26732377/
布里斯比熊 ,2,2,8.0,https://movie.douban.com/subject/26825658/
生存家族 ,11,11,7.818181818181818,https://movie.douban.com/subject/26815162/
石头,2,1,8.0,https://movie.douban.com/subject/26969826/
村戏,8,7,7.428571428571429,https://movie.douban.com/subject/26738204/
女人香 ,1,1,8.0,https://movie.douban.com/subject/1888232/
心灵之声 ,1,1,8.0,https://movie.douban.com/subject/2269709/
宿敌：贝蒂和琼 第一季 ,3,2,8.0,https://movie.douban.com/subject/26787149/
明天发生的事情 ,1,1,8.0,https://movie.douban.com/subject/2214042/
暗房秘密 ,4,4,7.5,https://movie.douban.com/subject/26379018/
丛林法则 ,6,5,7.2,https://movie.douban.com/subject/26649224/
喜欢你,10,8,6.25,https://movie.douban.com/subject/26816383/
斯隆女士 ,2,2,8.0,https://movie.douban.com/subject/26703158/
吾爱吾父 ,1,1,8.0,https://movie.douban.com/subject/1294611/
天才捕手 ,5,5,6.8,https://movie.douban.com/subject/5262339/
鬼姐姐 ,1,1,8.0,https://movie.douban.com/subject/26993894/
人生剧场 ,1,1,8.0,https://movie.douban.com/subject/26989339/
红粉惊魂 ,1,1,8.0,https://movie.douban.com/subject/26772052/
心之石 ,3,3,7.333333333333333,https://movie.douban.com/subject/26617395/
弗兰兹 ,15,13,7.384615384615385,https://movie.douban.com/subject/26616719/
我爱马文 ,1,1,8.0,https://movie.douban.com/subject/1297448/
花开蝶满枝 ,1,1,8.0,https://movie.douban.com/subject/1295085/
随我婆娑 ,3,3,6.666666666666667,https://movie.douban.com/subject/1304412/
百老汇旋律1940' ,1,1,8.0,https://movie.douban.com/subject/1964087/
礼帽 ,3,2,8.0,https://movie.douban.com/subject/1293168/
改编剧本 ,16,15,7.6,https://movie.douban.com/subject/1302193/
玲音 ,2,2,9.0,https://movie.douban.com/subject/1417233/
飞毛腿 ,2,1,8.0,https://movie.douban.com/subject/2023804/
塔洛,10,10,7.6,https://movie.douban.com/subject/26586806/
地下幻灯剧画 少女椿 ,7,7,7.428571428571429,https://movie.douban.com/subject/1963131/
不成问题的问题,12,12,7.333333333333333,https://movie.douban.com/subject/26657126/
鹬 ,14,10,7.6,https://movie.douban.com/subject/26766869/
夜色朦胧逃脱时 ,1,1,8.0,https://movie.douban.com/subject/1963097/
德·帕尔玛 ,5,4,7.5,https://movie.douban.com/subject/6849601/
造化,6,5,7.2,https://movie.douban.com/subject/26821307/
罪魁伏法记 ,3,2,8.0,https://movie.douban.com/subject/1295767/
马男波杰克 第二季 ,1,1,8.0,https://movie.douban.com/subject/26295873/
我不是潘金莲,17,15,6.4,https://movie.douban.com/subject/26630781/
内心引力,3,3,6.0,https://movie.douban.com/subject/26776397/
胡丽叶塔 ,13,11,7.454545454545454,https://movie.douban.com/subject/26296258/
马男波杰克 第一季 ,1,1,8.0,https://movie.douban.com/subject/25900177/
怪奇物语 第一季 ,10,9,8.0,https://movie.douban.com/subject/26359270/
昨日狂想曲,3,3,7.333333333333333,https://movie.douban.com/subject/26602235/
哭声 ,18,16,7.875,https://movie.douban.com/subject/25817534/
细路仔 ,1,1,8.0,https://movie.douban.com/subject/2567460/
向下,2,2,6.0,https://movie.douban.com/subject/26821316/
中邪,15,13,7.230769230769231,https://movie.douban.com/subject/26820833/
皮绳上的魂,9,8,8.0,https://movie.douban.com/subject/26177735/
梦土 ,1,1,8.0,https://movie.douban.com/subject/26436999/
西部记忆 ,1,1,8.0,https://movie.douban.com/subject/26754958/
咆哮 ,1,1,8.0,https://movie.douban.com/subject/1304455/
劫富帮 ,2,2,8.0,https://movie.douban.com/subject/26724129/
圣心 ,1,1,8.0,https://movie.douban.com/subject/26780275/
爵士之王 ,2,1,8.0,https://movie.douban.com/subject/1304324/
寻找卡斯特罗 ,1,1,8.0,https://movie.douban.com/subject/2029871/
模特儿趣事 ,2,2,8.0,https://movie.douban.com/subject/1295628/
失踪之谜 ,1,1,8.0,https://movie.douban.com/subject/2270130/
记住 ,7,7,7.142857142857143,https://movie.douban.com/subject/25958713/
真探 第一季 ,10,10,9.4,https://movie.douban.com/subject/10748120/
弃船 ,1,1,8.0,https://movie.douban.com/subject/1297254/
冰峰168小时 ,4,4,6.5,https://movie.douban.com/subject/1310165/
四喜,3,2,7.0,https://movie.douban.com/subject/26433914/
邋遢大王奇遇记,9,8,8.0,https://movie.douban.com/subject/1817169/
深夜小狗离奇事件 ,1,1,8.0,https://movie.douban.com/subject/25698399/
天窗 ,2,2,8.0,https://movie.douban.com/subject/25964104/
黑处有什么,13,12,6.666666666666667,https://movie.douban.com/subject/26433966/
吉日安葬,6,4,7.5,https://movie.douban.com/subject/26433981/
甴曱档案,3,3,8.0,https://movie.douban.com/subject/26433973/
浮士德的手 ,1,1,8.0,https://movie.douban.com/subject/2355967/
扬子江风云 ,2,2,7.0,https://movie.douban.com/subject/4166466/
三个美人 ,1,1,8.0,https://movie.douban.com/subject/26356964/
大爸爸，小爸爸和其它故事 ,5,5,7.2,https://movie.douban.com/subject/20515994/
Southeast Asian Cinema - when the Rooster crows,1,1,8.0,https://movie.douban.com/subject/25976755/
海边的希娣 ,2,2,8.0,https://movie.douban.com/subject/26308349/
如果爱能设计 ,1,1,8.0,https://movie.douban.com/subject/21870792/
巴斯克维尔猎犬 ,3,2,8.0,https://movie.douban.com/subject/2211957/
男人的种类 ,1,1,8.0,https://movie.douban.com/subject/25738893/
隔世天师,1,1,8.0,https://movie.douban.com/subject/5993193/
伦敦流浪记 ,1,1,8.0,https://movie.douban.com/subject/3083152/
Desire Management,1,1,8.0,https://movie.douban.com/subject/3608144/
最后生死恋 ,1,1,8.0,https://movie.douban.com/subject/1301405/
不结婚的女人 ,1,1,8.0,https://movie.douban.com/subject/1293163/
狂澜春醒 ,1,1,8.0,https://movie.douban.com/subject/1958453/
佐杜洛夫斯基的沙丘 ,13,11,8.909090909090908,https://movie.douban.com/subject/24312655/
爱的就是你 ,6,5,7.2,https://movie.douban.com/subject/22519250/
双虎坡 ,1,1,8.0,https://movie.douban.com/subject/1299297/
不能说的夏天 ,4,4,6.0,https://movie.douban.com/subject/25743833/
密探,2,2,8.0,https://movie.douban.com/subject/4022124/
犯罪的都市 ,1,1,8.0,https://movie.douban.com/subject/1295504/
临时同居 ,5,5,5.2,https://movie.douban.com/subject/25831326/
心灵点滴 ,5,5,7.6,https://movie.douban.com/subject/1293981/
医院里的中国,2,1,8.0,https://movie.douban.com/subject/25895864/
明月的暑期日记,2,1,8.0,https://movie.douban.com/subject/25912600/
自行车与旧电钢,5,5,8.0,https://movie.douban.com/subject/25733522/
夏日时光 ,1,1,8.0,https://movie.douban.com/subject/3242312/
盘丝洞,6,6,8.333333333333334,https://movie.douban.com/subject/10558422/
叫费德里科多么奇怪 ,3,3,8.666666666666666,https://movie.douban.com/subject/24869595/
编剧情缘 ,1,1,8.0,https://movie.douban.com/subject/20496674/
最后的执刑人 ,3,3,7.333333333333333,https://movie.douban.com/subject/25873116/
穿裘皮大衣的女人 ,3,2,8.0,https://movie.douban.com/subject/2298032/
五指 ,1,1,8.0,https://movie.douban.com/subject/1468910/
波兰婚礼 ,1,1,8.0,https://movie.douban.com/subject/1295980/
慈母泪 ,1,1,8.0,https://movie.douban.com/subject/1297775/
人间·小团圆 ,9,9,6.444444444444445,https://movie.douban.com/subject/24736526/
3D铁三角 ,10,9,7.777777777777778,https://movie.douban.com/subject/21339366/
地铁 ,5,5,8.4,https://movie.douban.com/subject/3279628/
毕翠克丝·波特传说 ,1,1,8.0,https://movie.douban.com/subject/2139020/
夺妻记 ,2,2,7.0,https://movie.douban.com/subject/1292708/
元首的真面目 ,3,2,8.0,https://movie.douban.com/subject/1300900/
黑兰花 ,1,1,8.0,https://movie.douban.com/subject/5060368/
华盛顿城堡的圣徒 ,1,1,8.0,https://movie.douban.com/subject/1306085/
人猿泰山 ,1,1,8.0,https://movie.douban.com/subject/1300878/
魔鬼任务 ,1,1,8.0,https://movie.douban.com/subject/1295565/
九霄惊魂 ,1,1,8.0,https://movie.douban.com/subject/2120409/
爱是唯一 ,2,1,8.0,https://movie.douban.com/subject/1293574/
故梦 ,1,1,8.0,https://movie.douban.com/subject/1306150/
绝世枪手保卫战 ,1,1,8.0,https://movie.douban.com/subject/5061511/
火星叔叔马丁 第一季 ,1,1,8.0,https://movie.douban.com/subject/1962810/
三个邪恶的人 ,1,1,8.0,https://movie.douban.com/subject/2250025/
三个邪恶的人 ,3,2,8.0,https://movie.douban.com/subject/1869482/
锦绣前程 ,1,1,8.0,https://movie.douban.com/subject/2050983/
暴风雨中的孤儿 ,4,3,7.333333333333333,https://movie.douban.com/subject/1292998/
神探可伦坡 第一季 ,2,2,8.0,https://movie.douban.com/subject/4000529/
她的一生 ,2,2,8.0,https://movie.douban.com/subject/1958436/
大空港2013,5,5,7.2,https://movie.douban.com/subject/24284844/
湖畔的陌生人 ,12,12,8.166666666666666,https://movie.douban.com/subject/21339377/
神秘蜡像馆 ,2,1,8.0,https://movie.douban.com/subject/2348298/
似水流年,8,6,8.666666666666666,https://movie.douban.com/subject/1294139/
大鸟笼 ,1,1,8.0,https://movie.douban.com/subject/2129664/
大明劫,10,9,7.555555555555555,https://movie.douban.com/subject/11627068/
闭上你的双眼 ,1,1,8.0,https://movie.douban.com/subject/1860428/
狄仁杰之神都龙王,17,15,6.133333333333334,https://movie.douban.com/subject/5996801/
订制的外套 ,1,1,8.0,https://movie.douban.com/subject/2027733/
千惊万险 ,4,3,8.666666666666666,https://movie.douban.com/subject/1299812/
雄霸天下 ,1,1,8.0,https://movie.douban.com/subject/1947729/
爱情与无政府 ,2,2,8.0,https://movie.douban.com/subject/1292795/
咪咪的诱惑 ,2,2,8.0,https://movie.douban.com/subject/1299793/
艺妓男孩 ,1,1,8.0,https://movie.douban.com/subject/3133790/
美国大师系列之伍迪·艾伦 ,4,2,8.0,https://movie.douban.com/subject/6851218/
相逢何必曾相识 ,2,2,7.0,https://movie.douban.com/subject/1297812/
冒牌卡萨诺瓦 ,2,1,8.0,https://movie.douban.com/subject/3317103/
唯神能恕 ,15,13,6.923076923076923,https://movie.douban.com/subject/5156137/
太阳黑暗点 ,2,2,7.0,https://movie.douban.com/subject/3940356/
上海老爵士 ,2,2,8.0,https://movie.douban.com/subject/24526150/
天津闲人,6,6,6.333333333333333,https://movie.douban.com/subject/10864754/
她们的名字叫红,6,6,7.0,https://movie.douban.com/subject/19951187/
东京家族 ,9,9,8.0,https://movie.douban.com/subject/5996409/
中国合伙人,20,17,6.588235294117647,https://movie.douban.com/subject/11529526/
乱世情缘 ,1,1,8.0,https://movie.douban.com/subject/1296445/
神气活现 ,4,2,8.0,https://movie.douban.com/subject/1294631/
教师之恋 ,2,2,8.0,https://movie.douban.com/subject/1303299/
致我们终将逝去的青春,18,16,5.5,https://movie.douban.com/subject/6973376/
马提尼 ,2,2,8.0,https://movie.douban.com/subject/1422893/
起名风波 ,4,4,7.5,https://movie.douban.com/subject/10521937/
新西螺七剑 ,1,1,8.0,https://movie.douban.com/subject/6309394/
赌徒 ,2,1,8.0,https://movie.douban.com/subject/1302790/
胡迪尼传 ,1,1,8.0,https://movie.douban.com/subject/1295972/
天降神迹 ,1,1,8.0,https://movie.douban.com/subject/1301776/
色香味谋杀案 ,2,1,8.0,https://movie.douban.com/subject/1727270/
威震群雄 ,1,1,8.0,https://movie.douban.com/subject/3670506/
茶与同情 ,2,2,7.0,https://movie.douban.com/subject/1296725/
405谋杀案,5,5,7.6,https://movie.douban.com/subject/1303698/
蓝色栀子 ,3,3,6.666666666666667,https://movie.douban.com/subject/2061678/
受骗 ,7,5,8.0,https://movie.douban.com/subject/1295702/
都市牛郎 ,1,1,8.0,https://movie.douban.com/subject/1296831/
俏语真情 ,1,1,8.0,https://movie.douban.com/subject/3013774/
他在窥着你 ,1,1,8.0,https://movie.douban.com/subject/1305861/
天意 ,7,6,8.666666666666666,https://movie.douban.com/subject/1294848/
繁荣 ,3,2,8.0,https://movie.douban.com/subject/3653049/
亲密治疗 ,9,7,6.571428571428571,https://movie.douban.com/subject/6875420/
铁蹄壮士魂 ,1,1,8.0,https://movie.douban.com/subject/5056979/
欢呼 ,2,2,7.0,https://movie.douban.com/subject/1305162/
一路向东 ,4,3,8.0,https://movie.douban.com/subject/1292459/
风流皇帝 ,1,1,8.0,https://movie.douban.com/subject/4885901/
吸血鬼 ,1,1,8.0,https://movie.douban.com/subject/1997760/
午夜蕾丝 ,2,2,7.0,https://movie.douban.com/subject/1950254/
危城之恋,3,2,7.0,https://movie.douban.com/subject/10833882/
插翅难逃,1,1,8.0,https://movie.douban.com/subject/3041548/
冬暖,2,2,6.0,https://movie.douban.com/subject/3286766/
烽火霸王 ,2,1,8.0,https://movie.douban.com/subject/2370795/
隐藏杀手 ,6,4,7.5,https://movie.douban.com/subject/1298395/
轻举妄动 ,1,1,8.0,https://movie.douban.com/subject/3407583/
风中传奇 ,1,1,8.0,https://movie.douban.com/subject/3118453/
老公出差 ,2,2,7.0,https://movie.douban.com/subject/3660236/
林肯律师 ,4,4,6.5,https://movie.douban.com/subject/2996790/
独眼巨人博士 ,3,2,7.0,https://movie.douban.com/subject/2242802/
火球 ,4,3,8.0,https://movie.douban.com/subject/1294156/
醋海风波 ,1,1,8.0,https://movie.douban.com/subject/1304812/
伦敦间谍战 ,1,1,8.0,https://movie.douban.com/subject/1301361/
爆破死亡谷 ,1,1,8.0,https://movie.douban.com/subject/1294108/
车手,6,5,6.8,https://movie.douban.com/subject/5319819/
阿里郎 ,10,9,8.222222222222221,https://movie.douban.com/subject/6110564/
我爱长发飘飘,2,1,8.0,https://movie.douban.com/subject/2061093/
伦巴 ,2,2,8.0,https://movie.douban.com/subject/3060582/
唐人街繁华梦 ,2,2,7.0,https://movie.douban.com/subject/1437320/
河流 ,1,1,8.0,https://movie.douban.com/subject/3205745/
幸运星 ,1,1,8.0,https://movie.douban.com/subject/3538056/
仙女 ,5,4,8.5,https://movie.douban.com/subject/6124111/
马路天使 ,5,4,8.0,https://movie.douban.com/subject/1293746/
勾魂树 ,1,1,8.0,https://movie.douban.com/subject/2081632/
浮城大亨 ,5,5,6.0,https://movie.douban.com/subject/10586620/
我11,9,9,5.777777777777778,https://movie.douban.com/subject/5044737/
生活大爆炸  第五季 ,2,2,8.0,https://movie.douban.com/subject/6557005/
意乱心迷 ,1,1,8.0,https://movie.douban.com/subject/5348385/
衣柜迷藏 ,7,7,6.857142857142857,https://movie.douban.com/subject/4884118/
铁窗红泪 ,2,2,7.0,https://movie.douban.com/subject/1300090/
玩偶之家 ,1,1,8.0,https://movie.douban.com/subject/1300970/
农家女 ,1,1,8.0,https://movie.douban.com/subject/1295672/
十二怒汉 ,3,3,8.666666666666666,https://movie.douban.com/subject/10583098/
无名小卒 ,1,1,8.0,https://movie.douban.com/subject/1302185/
秋月茶室 ,2,1,8.0,https://movie.douban.com/subject/1298221/
猛警恶匪 ,1,1,8.0,https://movie.douban.com/subject/3060663/
佐罗的印记 ,1,1,8.0,https://movie.douban.com/subject/2262060/
晚秋 ,11,10,6.6,https://movie.douban.com/subject/4136036/
大儿子小爸爸 ,1,1,8.0,https://movie.douban.com/subject/1293972/
情到深时 ,1,1,8.0,https://movie.douban.com/subject/1295666/
悲惨世界 ,1,1,8.0,https://movie.douban.com/subject/1765822/
冷暖人间 ,3,3,8.0,https://movie.douban.com/subject/1296391/
新婚燕尔 ,1,1,8.0,https://movie.douban.com/subject/1300259/
Oh Dem Watermelons,1,1,8.0,https://movie.douban.com/subject/5104320/
我是一部照相机 ,1,1,8.0,https://movie.douban.com/subject/4827978/
风流种子 ,1,1,8.0,https://movie.douban.com/subject/1297947/
董夫人,8,7,8.857142857142858,https://movie.douban.com/subject/1297767/
荡舞 ,1,1,8.0,https://movie.douban.com/subject/1296204/
贼 ,1,1,8.0,https://movie.douban.com/subject/3335245/
信任 ,3,1,8.0,https://movie.douban.com/subject/4095296/
总统杀局 ,8,6,6.666666666666667,https://movie.douban.com/subject/3089571/
虎口拔牙 ,4,3,6.0,https://movie.douban.com/subject/1297348/
稻草狗 ,2,2,6.0,https://movie.douban.com/subject/3230125/
智商200的少年 ,1,1,8.0,https://movie.douban.com/subject/3063459/
铁骑 ,1,1,8.0,https://movie.douban.com/subject/1867796/
夏日暖洋洋,6,6,7.333333333333333,https://movie.douban.com/subject/1308264/
克洛伊 ,7,7,7.714285714285714,https://movie.douban.com/subject/3418187/
找乐,6,6,8.0,https://movie.douban.com/subject/1394495/
罗宫春色 ,2,1,8.0,https://movie.douban.com/subject/1293122/
阿朵拉和她的朋友们 ,1,1,8.0,https://movie.douban.com/subject/2055218/
午宴之歌 ,4,4,8.5,https://movie.douban.com/subject/5028328/
死去活来,1,1,8.0,https://movie.douban.com/subject/1307693/
"Dylan Moran: Like, Totally",1,1,8.0,https://movie.douban.com/subject/3140108/
"噢,上帝 ",1,1,8.0,https://movie.douban.com/subject/2064704/
双凰夺鸾 ,1,1,8.0,https://movie.douban.com/subject/1297308/
摩根 ,1,1,8.0,https://movie.douban.com/subject/1300020/
鸡妈鸭仔 ,1,1,8.0,https://movie.douban.com/subject/6001034/
今生今世 ,7,6,7.333333333333333,https://movie.douban.com/subject/1292502/
Careless Love,1,1,8.0,https://movie.douban.com/subject/6782468/
王先生和小陈,1,1,8.0,https://movie.douban.com/subject/4265312/
吾爱吾师 ,1,1,8.0,https://movie.douban.com/subject/1296423/
千差万错不是错 ,1,1,8.0,https://movie.douban.com/subject/1304189/
窃听风云2,12,11,6.7272727272727275,https://movie.douban.com/subject/5422105/
玻璃丝袜 ,3,2,7.0,https://movie.douban.com/subject/2568286/
华府千秋 ,1,1,8.0,https://movie.douban.com/subject/1469948/
睡衣仙舞 ,2,1,8.0,https://movie.douban.com/subject/1296017/
大无畏,5,5,7.6,https://movie.douban.com/subject/5342065/
紧急盯梢令 ,2,2,8.0,https://movie.douban.com/subject/1302757/
绝望 ,4,4,7.5,https://movie.douban.com/subject/1304071/
武侠,13,11,6.7272727272727275,https://movie.douban.com/subject/4942776/
锅匠，裁缝， 士兵，间谍 ,1,1,8.0,https://movie.douban.com/subject/1438520/
母亲与娼妓 ,8,7,8.571428571428571,https://movie.douban.com/subject/1295252/
深水 ,2,2,7.0,https://movie.douban.com/subject/3311458/
凌汤圆,1,1,8.0,https://movie.douban.com/subject/3562469/
傻儿军长,1,1,8.0,https://movie.douban.com/subject/2310146/
傻儿师长,1,1,8.0,https://movie.douban.com/subject/2310145/
老家新家,1,1,8.0,https://movie.douban.com/subject/6519580/
我们夫妇之间,3,3,8.0,https://movie.douban.com/subject/1465463/
你还可爱么 ,3,3,8.0,https://movie.douban.com/subject/6311988/
生活大爆炸  第四季 ,2,2,9.0,https://movie.douban.com/subject/4804079/
草莓声明 ,1,1,8.0,https://movie.douban.com/subject/1304852/
信号 ,10,9,7.333333333333333,https://movie.douban.com/subject/3566709/
酒徒,5,5,6.4,https://movie.douban.com/subject/4195726/
跟踪孔令学,2,2,6.0,https://movie.douban.com/subject/4910183/
乐圣柴可夫斯基 ,4,2,7.0,https://movie.douban.com/subject/1305762/
波特小姐 ,3,3,8.0,https://movie.douban.com/subject/1900121/
太空登月记 ,2,2,7.0,https://movie.douban.com/subject/1296777/
战争狂人 ,1,1,8.0,https://movie.douban.com/subject/3927956/
单身男女 ,13,11,6.181818181818182,https://movie.douban.com/subject/4724739/
水下呼吸器 ,2,2,9.0,https://movie.douban.com/subject/1295118/
现钱交易 ,1,1,8.0,https://movie.douban.com/subject/1299999/
小小资产阶级 ,1,1,8.0,https://movie.douban.com/subject/1473851/
房不剩防,2,2,7.0,https://movie.douban.com/subject/4960204/
巡演 ,7,6,8.333333333333334,https://movie.douban.com/subject/3804876/
从今以后 ,8,7,7.428571428571429,https://movie.douban.com/subject/3025673/
苹果,19,17,6.588235294117647,https://movie.douban.com/subject/1966464/
高山下的花环,4,4,8.5,https://movie.douban.com/subject/1422283/
接触 ,3,3,6.666666666666667,https://movie.douban.com/subject/2213746/
潘多拉与飞翔的荷兰人 ,3,2,7.0,https://movie.douban.com/subject/1764392/
2011第68届金球奖颁奖典礼 ,6,5,6.4,https://movie.douban.com/subject/5920960/
瓦伦之夜 ,2,1,8.0,https://movie.douban.com/subject/1466707/
浪荡子 ,1,1,8.0,https://movie.douban.com/subject/1394490/
尤利西斯 ,2,1,8.0,https://movie.douban.com/subject/2132391/
前进天堂 ,6,6,7.333333333333333,https://movie.douban.com/subject/1297716/
成功之道 ,3,2,8.0,https://movie.douban.com/subject/1844184/
陌生男子 ,2,2,9.0,https://movie.douban.com/subject/1304628/
棋差一招 ,5,5,7.2,https://movie.douban.com/subject/1908840/
墨索里尼传之法西斯暴君 ,1,1,8.0,https://movie.douban.com/subject/1774752/
母与子 ,4,4,7.5,https://movie.douban.com/subject/3008671/
傻瓜也疯狂2 ,1,1,8.0,https://movie.douban.com/subject/5115537/
房间里的女人 ,3,3,8.666666666666666,https://movie.douban.com/subject/1917398/
糊涂侦探归来 ,1,1,8.0,https://movie.douban.com/subject/2373568/
鬼使神差 ,2,2,8.0,https://movie.douban.com/subject/1294997/
晚安，母亲 ,1,1,8.0,https://movie.douban.com/subject/1295450/
亨利五世 ,2,2,8.0,https://movie.douban.com/subject/1300771/
弹指威龙 ,2,2,6.0,https://movie.douban.com/subject/1303912/
告别昨日 ,5,4,7.5,https://movie.douban.com/subject/1292932/
Mr. Krueger's Christmas,1,1,8.0,https://movie.douban.com/subject/2373895/
艾米丽的美国化 ,2,1,8.0,https://movie.douban.com/subject/2765264/
无声言证 ,8,7,7.428571428571429,https://movie.douban.com/subject/1305858/
食人鱼3D ,9,9,5.555555555555555,https://movie.douban.com/subject/2269893/
开罗时间 ,6,6,7.333333333333333,https://movie.douban.com/subject/3645150/
帝国瀑布 ,1,1,8.0,https://movie.douban.com/subject/1423040/
